PARTNER_APP_ID,DAY,OS_NAME,N_USERS_STARTED_SELFIE_CHECK_FLOW,N_USERS_SHARED_A_PROOF,CUMULATIVE_N_USERS_SHARED_A_PROOF,P_FACE_CAPTURE_COMPLETION
app_d0ab5592517021bc13cdbc2453f06e7c,2026-08-17,iOS,1,1,3,1.000000
app_d0ab5592517021bc13cdbc2453f06e7c,2026-08-18,iOS,1,1,3,1.000000
app_d0ab5592517021bc13cdbc2453f06e7c,2026-08-20,Android,1,1,1,1.000000
app_d0ab5592517021bc13cdbc2453f06e7c,2026-08-20,iOS,2,2,4,1.000000
app_d0ab5592517021bc13cdbc2453f06e7c,2026-08-21,iOS,1,1,4,1.000000
app_d0ab5592517021bc13cdbc2453f06e7c,2026-08-24,iOS,1,1,4,1.000000
app_d8bbd5341f16fb97a61e644b7e169c0e,2026-08-14,iOS,1,0,0,\\N
app_staging_c8137371ceac59890774ccc932e11dcf,2026-08-06,Android,1,1,1,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-19,Android,13,2,104,0.600000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-19,iOS,2,1,11,0.500000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-20,Android,9,0,104,0.400000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-20,iOS,3,1,12,0.666667
app_b8f69265fd23302eef25595ef2dfa059,2026-08-21,Android,16,2,106,0.500000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-22,Android,19,9,115,0.875000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-22,iOS,2,1,13,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-22,unknown,0,0,0,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-23,Android,16,7,122,0.600000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-23,iOS,1,0,13,\\N
app_b8f69265fd23302eef25595ef2dfa059,2026-08-24,Android,13,2,124,0.714286
app_b8f69265fd23302eef25595ef2dfa059,2026-08-25,Android,9,2,126,0.333333
app_b8f69265fd23302eef25595ef2dfa059,2026-08-26,Android,14,6,132,0.615385
app_b8f69265fd23302eef25595ef2dfa059,2026-08-27,Android,17,5,137,0.500000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-28,Android,12,4,141,0.714286
app_90b027a69afb859b2aa87a85fa9b5b90,2026-08-30,Android,8,4,63,0.888889
app_90b027a69afb859b2aa87a85fa9b5b90,2026-08-30,iOS,4,4,24,0.888889
app_90b027a69afb859b2aa87a85fa9b5b90,2026-08-30,unknown,1,0,11,\\N
app_90b027a69afb859b2aa87a85fa9b5b90,2026-08-31,Android,11,6,69,0.909091
app_90b027a69afb859b2aa87a85fa9b5b90,2026-08-31,iOS,2,0,24,0.000000
app_90b027a69afb859b2aa87a85fa9b5b90,2026-09-01,Android,7,4,73,1.000000
app_90b027a69afb859b2aa87a85fa9b5b90,2026-09-02,Android,8,4,77,1.000000
app_90b027a69afb859b2aa87a85fa9b5b90,2026-09-02,iOS,2,2,26,1.000000
app_9dce97e566f272a1df980f143056a8e2,2026-08-21,Android,0,25,25,\\N
app_9dce97e566f272a1df980f143056a8e2,2026-08-22,Android,0,14,39,\\N
app_9dce97e566f272a1df980f143056a8e2,2026-08-23,Android,0,13,52,\\N
app_9dce97e566f272a1df980f143056a8e2,2026-08-24,Android,0,13,65,\\N
app_9dce97e566f272a1df980f143056a8e2,2026-08-25,Android,0,2,67,\\N
app_9dce97e566f272a1df980f143056a8e2,2026-08-26,Android,0,5,72,\\N
app_9dce97e566f272a1df980f143056a8e2,2026-08-27,Android,0,5,77,\\N
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-04,Android,30,6,31,0.555556
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-04,iOS,6,5,14,0.833333
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-05,Android,21,6,37,0.777778
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-05,iOS,7,2,16,0.500000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-06,Android,28,8,45,0.785714
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-06,iOS,4,4,20,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-07,Android,25,9,54,0.720000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-07,iOS,2,2,22,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-08,Android,9,3,57,0.692308
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-08,iOS,2,1,23,0.500000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-09,Android,18,8,65,0.764706
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-09,iOS,1,1,24,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-10,Android,11,9,74,0.818182
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-10,iOS,2,1,25,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-11,Android,14,7,81,0.692308
app_75c2486e930cb8c0026266335c869b7a,2026-08-25,iOS,3,3,10,1.000000
app_75c2486e930cb8c0026266335c869b7a,2026-08-28,iOS,2,0,10,1.000000
app_75c2486e930cb8c0026266335c869b7a,2026-08-31,Android,1,0,2,0.000000
app_75c2486e930cb8c0026266335c869b7a,2026-08-31,iOS,1,1,11,1.000000
app_75c2486e930cb8c0026266335c869b7a,2026-08-31,unknown,1,0,0,0.000000
app_75c2486e930cb8c0026266335c869b7a,2026-09-01,Android,1,0,2,\\N
app_75c2486e930cb8c0026266335c869b7a,2026-09-01,iOS,1,0,11,1.000000
app_75c2486e930cb8c0026266335c869b7a,2026-09-02,Android,2,2,4,0.875000
app_75c2486e930cb8c0026266335c869b7a,2026-09-02,iOS,4,3,14,0.900000
app_75c2486e930cb8c0026266335c869b7a,2026-09-03,iOS,1,0,14,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-01,Android,36,10,10,0.718750
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-01,iOS,4,2,2,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-02,Android,20,9,19,0.750000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-02,iOS,5,4,6,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-03,Android,28,6,25,0.538462
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-03,iOS,5,3,9,0.750000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-08-13,Android,1,1,1,1.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-08-19,Android,1,1,1,0.916667
app_01b7d43271c41b7e09e08f1c4481dd60,2026-08-24,unknown,1,1,1,1.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-08-31,Android,1,0,1,0.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-08-31,unknown,1,0,1,\\N
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-01,Android,1,1,2,1.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-01,iOS,1,1,1,1.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-01,unknown,1,1,1,0.600000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-02,iOS,1,1,2,1.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-02,unknown,1,1,1,1.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-03,iOS,1,0,2,0.000000
app_01b7d43271c41b7e09e08f1c4481dd60,2026-09-03,unknown,1,0,1,0.500000
app_043865b1148453ebbc65c19a6357abe0,2026-08-26,iOS,1,1,1,1.000000
app_043865b1148453ebbc65c19a6357abe0,2026-08-27,iOS,3,3,3,1.000000
app_043865b1148453ebbc65c19a6357abe0,2026-08-27,unknown,1,1,1,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-01,Android,24,8,8,0.826087
app_b8f69265fd23302eef25595ef2dfa059,2026-08-01,iOS,1,1,1,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-02,Android,16,3,11,0.454545
app_b8f69265fd23302eef25595ef2dfa059,2026-08-02,iOS,3,2,3,0.666667
app_b8f69265fd23302eef25595ef2dfa059,2026-08-03,Android,19,2,13,0.583333
app_b8f69265fd23302eef25595ef2dfa059,2026-08-03,iOS,3,2,5,0.750000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-04,Android,15,3,16,0.615385
app_b8f69265fd23302eef25595ef2dfa059,2026-08-04,iOS,2,0,5,0.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-04,unknown,0,0,0,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-05,Android,22,8,24,0.619048
app_b8f69265fd23302eef25595ef2dfa059,2026-08-05,iOS,2,2,7,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-05,unknown,0,0,0,1.000000
app_b8f69265fd23302eef25595ef2dfa059,2026-08-06,Android,22,11,35,0.812500
app_b8f69265fd23302eef25595ef2dfa059,2026-08-07,Android,14,9,44,0.909091
app_b8f69265fd23302eef25595ef2dfa059,2026-08-08,Android,12,4,48,0.571429
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-27,Android,33,10,201,0.586207
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-27,iOS,1,1,51,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-27,unknown,0,0,0,0.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-28,Android,21,8,209,0.818182
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-28,iOS,5,3,54,0.500000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-28,unknown,1,1,1,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-29,Android,15,6,215,0.818182
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-29,iOS,1,1,55,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-29,unknown,1,1,2,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-30,Android,14,4,219,0.800000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-30,iOS,3,3,58,1.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-31,Android,14,7,226,0.833333
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-08-31,iOS,1,0,58,0.000000
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-09-01,Android,19,11,236,0.941176
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-09-01,iOS,3,2,60,0.666667
app_8b1d7caeac7af6a7984c189e1dd9e3a6,2026-09-02,Android,15,9,245,0.812500
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-03,Android,15,7,25,0.583333
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-03,iOS,1,1,7,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-04,Android,11,6,31,0.777778
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-05,Android,6,3,34,0.500000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-06,Android,5,2,36,0.600000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-06,iOS,2,2,9,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-07,Android,7,1,37,0.500000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-07,iOS,2,1,10,0.333333
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-08,Android,6,1,38,0.500000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-08,iOS,1,0,10,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-09,Android,5,0,38,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-09,iOS,1,1,11,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-10,Android,3,2,40,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-11,Android,5,0,40,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-12,Android,5,1,41,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-12,iOS,1,0,11,1.000000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-01,iOS,13,10,10,0.769231
app_15586c74aff1e64417f5e037a6fccde7,2026-08-02,Android,82,36,56,0.708861
app_15586c74aff1e64417f5e037a6fccde7,2026-08-02,iOS,16,9,19,0.600000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-03,Android,80,34,90,0.675325
app_15586c74aff1e64417f5e037a6fccde7,2026-08-03,iOS,22,17,36,0.730769
app_15586c74aff1e64417f5e037a6fccde7,2026-08-04,Android,83,32,122,0.575342
app_15586c74aff1e64417f5e037a6fccde7,2026-08-04,iOS,12,8,44,0.666667
app_15586c74aff1e64417f5e037a6fccde7,2026-08-05,Android,148,58,180,0.691057
app_15586c74aff1e64417f5e037a6fccde7,2026-08-05,iOS,18,14,58,0.882353
app_15586c74aff1e64417f5e037a6fccde7,2026-08-06,Android,131,46,226,0.637168
app_15586c74aff1e64417f5e037a6fccde7,2026-08-06,iOS,18,11,69,0.875000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-07,Android,105,44,270,0.726415
app_15586c74aff1e64417f5e037a6fccde7,2026-08-07,iOS,14,6,75,0.562500
app_15586c74aff1e64417f5e037a6fccde7,2026-08-08,Android,91,36,306,0.628205
app_15586c74aff1e64417f5e037a6fccde7,2026-08-08,iOS,20,12,87,0.631579
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-21,Android,54,20,427,0.727273
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-21,iOS,7,3,82,0.625000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-22,Android,57,21,446,0.857143
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-22,iOS,10,5,87,0.642857
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-23,Android,42,16,462,0.660000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-23,iOS,5,2,89,1.000000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-24,Android,51,22,483,0.745763
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-24,iOS,3,2,91,1.000000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-25,Android,60,23,505,0.777778
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-25,iOS,5,1,92,0.666667
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-26,Android,42,16,518,0.842105
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-26,iOS,6,4,96,0.692308
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-27,Android,41,15,532,0.739130
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-27,iOS,5,2,97,1.000000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-27,unknown,1,0,0,\\N
app_15586c74aff1e64417f5e037a6fccde7,2026-08-17,Android,76,31,628,0.661765
app_15586c74aff1e64417f5e037a6fccde7,2026-08-17,iOS,14,6,164,0.727273
app_15586c74aff1e64417f5e037a6fccde7,2026-08-18,Android,71,29,657,0.745763
app_15586c74aff1e64417f5e037a6fccde7,2026-08-18,iOS,13,6,170,0.600000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-19,Android,76,30,687,0.666667
app_15586c74aff1e64417f5e037a6fccde7,2026-08-19,iOS,15,7,177,0.800000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-20,Android,78,26,713,0.662162
app_15586c74aff1e64417f5e037a6fccde7,2026-08-20,iOS,7,6,183,0.875000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-21,Android,25,7,720,0.500000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-21,iOS,7,0,183,0.285714
app_15586c74aff1e64417f5e037a6fccde7,2026-08-22,Android,25,7,727,0.625000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-22,iOS,6,4,187,0.666667
app_15586c74aff1e64417f5e037a6fccde7,2026-08-23,Android,27,11,738,0.600000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-23,iOS,5,4,191,1.000000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-24,Android,15,5,743,0.555556
app_15586c74aff1e64417f5e037a6fccde7,2026-08-24,iOS,4,2,193,0.666667
app_15586c74aff1e64417f5e037a6fccde7,2026-09-01,iOS,6,4,211,0.800000
app_15586c74aff1e64417f5e037a6fccde7,2026-09-02,Android,69,26,841,0.586207
app_15586c74aff1e64417f5e037a6fccde7,2026-09-02,iOS,21,14,225,0.736842
app_15586c74aff1e64417f5e037a6fccde7,2026-09-03,Android,80,32,873,0.652174
app_15586c74aff1e64417f5e037a6fccde7,2026-09-03,iOS,11,8,233,0.888889
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-03,iOS,1,1,1,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-04,iOS,1,1,2,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-05,iOS,2,2,3,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-06,iOS,2,2,4,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-17,Android,2,0,0,0.500000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-18,Android,2,1,1,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-18,iOS,1,1,5,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-21,iOS,1,1,6,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-24,Android,1,1,2,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-24,iOS,1,1,7,1.000000
app_1a2d54d1f2a3e7a01b670a4dd246569b,2026-08-25,iOS,1,1,8,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-13,Android,2,0,41,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-13,iOS,3,1,12,0.166667
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-14,Android,5,1,42,0.500000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-16,Android,3,0,42,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-17,Android,4,2,44,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-18,Android,6,4,48,0.833333
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-18,iOS,1,0,12,\\N
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-19,Android,3,0,48,\\N
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-20,Android,3,3,51,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-21,Android,8,3,54,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-22,Android,5,3,57,0.750000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-22,iOS,1,0,12,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-23,Android,3,1,58,1.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-23,iOS,1,0,12,0.000000
app_24450c17b4c11c75a5070bf5a8b1e8ec,2026-08-24,Android,10,4,61,0.857143
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-28,Android,50,21,550,0.838235
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-28,iOS,3,1,97,0.500000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-28,unknown,2,1,1,1.000000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-29,Android,40,13,561,0.600000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-29,iOS,3,2,99,0.625000
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-30,Android,36,14,574,0.734694
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-30,iOS,8,4,102,0.866667
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-31,Android,31,9,582,0.769231
app_0d4b759921490adc1f2bd569fda9b53a,2026-08-31,iOS,5,3,104,0.700000
app_0d4b759921490adc1f2bd569fda9b53a,2026-09-01,Android,38,11,592,0.783333
app_0d4b759921490adc1f2bd569fda9b53a,2026-09-01,iOS,2,1,104,0.500000
app_0d4b759921490adc1f2bd569fda9b53a,2026-09-02,Android,43,15,602,0.763636
app_0d4b759921490adc1f2bd569fda9b53a,2026-09-02,iOS,6,3,106,0.750000
app_0d4b759921490adc1f2bd569fda9b53a,2026-09-03,Android,60,24,624,0.645161
app_0d4b759921490adc1f2bd569fda9b53a,2026-09-03,iOS,2,1,107,1.000000
app_15586c74aff1e64417f5e037a6fccde7,2026-08-01,Android,52,20,20,0.731707
